TOP.69e8768f.0002cca4	START
TOP.69e8768f.0002cca4	user_options->metal_compiler_runtime	120
TOP.69e8768f.0002cca4	user_options->multiply_accel	1
TOP.69e8768f.0002cca4	user_options->backend_info	0
TOP.69e8768f.0002cca4	user_options->backend_vector_width	0
TOP.69e8768f.0002cca4	user_options->optimized_kernel	0
TOP.69e8768f.0002cca4	user_options->outfile_autohex	1
TOP.69e8768f.0002cca4	user_options->outfile_check_timer	5
TOP.69e8768f.0002cca4	user_options->outfile_format	3
TOP.69e8768f.0002cca4	user_options->outfile_json	0
TOP.69e8768f.0002cca4	user_options->wordlist_autohex	1
TOP.69e8768f.0002cca4	user_options->potfile	1
TOP.69e8768f.0002cca4	user_options->progress_only	0
TOP.69e8768f.0002cca4	user_options->quiet	0
TOP.69e8768f.0002cca4	user_options->remove	0
TOP.69e8768f.0002cca4	user_options->remove_timer	60
TOP.69e8768f.0002cca4	user_options->restore	0
TOP.69e8768f.0002cca4	user_options->restore_enable	1
TOP.69e8768f.0002cca4	user_options->restore_timer	1
TOP.69e8768f.0002cca4	user_options->rp_files_cnt	0
TOP.69e8768f.0002cca4	user_options->rp_gen	0
TOP.69e8768f.0002cca4	user_options->rp_gen_func_max	4
TOP.69e8768f.0002cca4	user_options->rp_gen_func_min	1
TOP.69e8768f.0002cca4	user_options->rp_gen_seed	0
TOP.69e8768f.0002cca4	user_options->runtime	0
TOP.69e8768f.0002cca4	user_options->scrypt_tmto	0
TOP.69e8768f.0002cca4	user_options->segment_size	33554432
TOP.69e8768f.0002cca4	user_options->self_test	1
TOP.69e8768f.0002cca4	user_options->slow_candidates	0
TOP.69e8768f.0002cca4	user_options->show	0
TOP.69e8768f.0002cca4	user_options->speed_only	0
TOP.69e8768f.0002cca4	user_options->spin_damp	0
TOP.69e8768f.0002cca4	user_options->status	1
TOP.69e8768f.0002cca4	user_options->status_json	0
TOP.69e8768f.0002cca4	user_options->status_timer	2
TOP.69e8768f.0002cca4	user_options->stdout_flag	0
TOP.69e8768f.0002cca4	user_options->usage	0
TOP.69e8768f.0002cca4	user_options->username	0
TOP.69e8768f.0002cca4	user_options->veracrypt_pim_start	485
TOP.69e8768f.0002cca4	user_options->veracrypt_pim_stop	485
TOP.69e8768f.0002cca4	user_options->version	0
TOP.69e8768f.0002cca4	user_options->workload_profile	2
TOP.69e8768f.0002cca4	user_options->brain_client	0
TOP.69e8768f.0002cca4	user_options->brain_client_features	2
TOP.69e8768f.0002cca4	user_options->brain_server	0
TOP.69e8768f.0002cca4	user_options->brain_server_timer	300
TOP.69e8768f.0002cca4	user_options->brain_port	6863
TOP.69e8768f.0002cca4	user_options->brain_session	0
TOP.69e8768f.0002cca4	hashes->hashfile	C:\Users\Student\Desktop\hashcatui\uploads\hashes\pasted_a05e48f2.txt
TOP.69e8768f.0002cca4	hashes->hashlist_mode	5
TOP.69e8768f.0002cca4	hashes->hashlist_format	0
TOP.69e8768f.0002cca4	hashes->hashes_cnt	0
TOP.69e8768f.0002cca4	hashes->digests_cnt	1
TOP.69e8768f.0002cca4	hashes->digests_done_pot	0
TOP.69e8768f.0002cca4	hashes->digests_done_zero	0
TOP.69e8768f.0002cca4	hashes->digests_done	0
TOP.69e8768f.0002cca4	hashes->salts_cnt	1
TOP.69e8768f.0002cca4	hashes->salts_done	0
TOP.69e8768f.0002cca4	SUB.69e876cc.000904f5	START
TOP.69e8768f.0002cca4	SUB.69e876cc.000904f5	straight_ctx->dict	C:\Users\Student\Desktop\hashcatui\uploads\wordlists\rockyou.txt
TOP.69e8768f.0002cca4	SUB.69e876cc.000904f5	runtime_start	1776842444
TOP.69e8768f.0002cca4	SUB.69e876cc.000904f5	runtime_stop	1776842452
TOP.69e8768f.0002cca4	SUB.69e876cc.000904f5	hashes->digests_done_new	1
TOP.69e8768f.0002cca4	SUB.69e876cc.000904f5	status-after-work	6
TOP.69e8768f.0002cca4	SUB.69e876cc.000904f5	STOP
TOP.69e8768f.0002cca4	proc_start	1776842383
TOP.69e8768f.0002cca4	proc_stop	1776842453
TOP.69e8768f.0002cca4	STOP
